date;close;volume;open;high;low
2011/08/01;180.75;5829195;182.6;183.69;178.5
2011/07/29;181.85;6665664;180.26;183.43;179.73
2011/07/28;181.8;4460081;181.06;183.27;180.88
2011/07/27;181.35;5784891;182.01;182.91;180.93
2011/07/26;182.93;4345917;182.94;184.05;182.65
2011/07/25;183.7;4969239;183.89;184.96;183.28
2011/07/22;185.18;4511916;184.64;185.63;184.26
2011/07/21;184.9;4942515;183.59;185.5;182.9
2011/07/20;183.65;5881847;183.84;184.42;183
2011/07/19;185.21;13116740;178.74;185.21;178.65
2011/07/18;175.28;8814738;174.73;176.46;173.58
2011/07/15;175.54;5321286;175.08;175.94;174.07
2011/07/14;174.23;4610216;174.4;176.1;173.84
2011/07/13;174.32;4070753;174.9;176.32;174
2011/07/12;174.05;5023739;174.93;175.37;173.89
2011/07/11;174.99;4746972;174.9;176.15;174.61
2011/07/08;176.49;4399569;175.49;176.49;175.01
2011/07/07;176.48;5886822;176.78;177.27;176.12
2011/07/06;177.71;5847288;175.19;177.77;175.09
2011/07/05;175.43;4574213;173.52;175.4309;173.52
2011/07/01;174.54;5129275;171.61;174.65;171.49
2011/06/30;171.55;5102962;171.11;172.4468;170.75
2011/06/29;170.54;3817046;170.61;170.86;169.82
2011/06/28;170.01;4819138;168.33;170.7;168.01
2011/06/27;167.62;4411196;165.74;168.24;165.21
2011/06/24;165.07;4391198;165.85;165.94;164.57
2011/06/23;166.12;5261587;164.06;166.73;163.8
2011/06/22;165.68;3929035;165.59;166.81;165.1
2011/06/21;166.22;5366694;165.2;166.75;164
2011/06/20;165.02;3937666;163.7;165.61;163.59
2011/06/17;164.44;7149683;164.24;165.1;163.58
2011/06/16;162.67;4851071;162.06;163.63;161.78
2011/06/15;162.33;5199702;162.75;163.41;161.52
2011/06/14;164.12;7029980;163.87;164.57;163.65
2011/06/13;163.17;5098358;164.44;164.46;162.73
2011/06/10;163.18;4683270;164.57;164.84;162.87
2011/06/09;164.84;4286651;165.01;165.96;164.76
